"Previous 
Local Code","UCOP Major
Code (CSS)",ISIS Major Code,Major Abbreviation,Major Description ,Diploma Title,Start Term,End Term,"Student 
Level",Department,Award Type,Program Length (in years),College,CIP Code,CIP Description,STEM,"Self 
Supporting","Discontinued or
Phasing Out",Notes,,,,,,,,
,510,LN28,Ling-LMind,Linguistics(Spec Lang & Mind),Linguistics (Specialization in Language and Mind),FA92,FA10,UN,LING,BA,4,RE MU TH WA FI,160102,LINGUISTICS,,,YES,,,,,,,,,
,51A,LN29,Ling-LSoc,Linguistics(Spec Lang & Society),Linguistics(Specialization in Language and Society),FA92,,UN,LING,BA,4,RE MU TH WA FI SI SN EI,302501,COGNITIVE SCIENCE,YES,,,"CIP effective SP23, Former CIP 160102",,,,,,,,
,510,LN30,Ling-Theor,Linguistics(Spec Theoret Ling),Linguistics (Specialization in Theoretic Linguistics),FA92,WI95,UN,LING,BA,4,RE MU TH WA FI,160102,LINGUISTICS,,,YES,,,,,,,,,
,510,LN31,Ling-PLang,Linguistics(Conc Partic Lang),Linguistics (Concentration in Participating Language),FA92,FA10,UN,LING,BA,4,RE MU TH WA FI,160102,LINGUISTICS,,,YES,,,,,,,,,
,51B,LN32,Ling-CogLn,Linguistics(Spec Cogn & Lang),Linguistics(Specialization in Cognition & Language),SP99,,UN,LING,BA,4,RE MU TH WA FI SI SN EI,302501,COGNITIVE SCIENCE,YES,,,"CIP effective SP23, Former CIP 160102",,,,,,,,
,51C,LN33 ,Lang Stu,Language Studies ,Language Studies,SP99,,UN,LING,BA,4,RE MU TH WA FI SI SN EI,160102,LINGUISTICS,,,,"Award text uses ""With a Specialization in (the language of the specialization)""",,,,,,,,
,0D0,LN34,Ling-SLSci,Linguistics(Spec Spch&LangSci),Linguistics (Specialization in Speech and Language Sciences),SP17,,UN,LING,BA,4,RE MU TH WA FI SI SN EI,302501,COGNITIVE SCIENCE,YES,,,"CIP effective SP23, Former CIP 160102",,,,,,,,
,510,LN50,Hn-Linguis,Linguistics,Linguistics,WI91,,UN,LING,BA,4,RE MU TH WA FI SI,160102,LINGUISTICS,,,YES,,,,,,,,,
,510,LN51,Hn-Lng-EFL,Linguistics(Spec Eng For Lang),Linguistics (Specialization in English For Language),FA92,FA10,UN,LING,BA,4,RE MU TH WA FI,160102,LINGUISTICS,,,YES,,,,,,,,,
,510,LN52,Hn-Lng-L&C,Linguistics(Spec Lang & Comput),Linguistics (Specialization in Language and Computer),FA92,WI95,UN,LING,BA,4,RE MU TH WA FI,160102,LINGUISTICS,,,YES,,,,,,,,,
,510,LN53,Hn-Lng-L&M,Linguistics(Spec Lang & Mind),Linguistics (Specialization in Language and Mind),FA92,FA10,UN,LING,BA,4,RE MU TH WA FI,160102,LINGUISTICS,,,YES,,,,,,,,,
,51A,LN54,Hn-Lng-L&S,Linguistics(Spec Lang & Society),Linguistics (Specialization in Language and Society),FA92,,UN,LING,BA,4,RE MU TH WA FI SI,160102,LINGUISTICS,,,YES,,,,,,,,,
,510,LN55,Hn-Lng-The,Linguistics(Spec Theoret Ling),Linguistics (Specialization in Theoretical Linguistics),FA92,WI95,UN,LING,BA,4,RE MU TH WA FI,160102,LINGUISTICS,,,YES,,,,,,,,,
,510,LN56,Hn-Lng-PLn,Linguistics(Conc Partic Lang),Linguistics (Concentration in Participating Language),FA92,FA10,UN,LING,BA,4,RE MU TH WA FI,160102,LINGUISTICS,,,YES,,,,,,,,,
,51B,LN57,Hn-Lng-C&L,Linguistics(Spec Cogn & Lang),Linguistics (Specialization in Cognition and Language),SP99,,UN,LING,BA,4,RE MU TH WA FI SI,160102,LINGUISTICS,,,YES,,,,,,,,,
,51C,LN58,Hn-Lang St,Language Studies  ,Language Studies,SP99,,UN,LING,BA,4,RE MU TH WA FI SI,160102,LINGUISTICS,,,YES,"Award text uses ""With a Specialization in (the language of the specialization)""",,,,,,,,
,0D0,LN59,Hn-Lng-SLS,Linguistics(Spec Spch&LangSci),,SP17,,UN,LING,BA,4,RE MU TH WA FI SI,160102,LINGUISTICS,,,YES,,,,,,,,,
510,510,LN75,Linguistcs,Linguistics,Linguistics,FS64,,GR,LING,MA CPH PHD,"2,2,7",GR,302501,COGNITIVE SCIENCE,YES,,,"CIP effective SP23, Former CIP 160102",,,,,,,,
510,510,LN76,Ling-TESOL,Ling(Teach Eng Spkrs Oth Lang),,FA76,SP90,GR,LING,MA,2,GR,000000,NOT APPLICABLE AT UCSD,,,YES,Separate major code needed for TESOL.  Awards are different from the other graduate Linguistics majors and cannot be controlled at the sub-major level.,,,,,,,,
172,172,LN77,CogSciLing,Cognitive Sci & Linguistics,Cognitive Science and Linguistics,FA00,FA10,GR,LING,PHD,7,GR,160102,LINGUISTICS,,,YES,,,,,,,,,
172,172,LN78,LingCogSci,Linguistics & Cognitive Sci,Linguistics and Cognitive Science,SP03,,GR,LING,PHD,7,GR,302501,COGNITIVE SCIENCE,YES,,,"CIP effective SP23, Former CIP 160102",,,,,,,,
,04R,LN79,Ling/Apgn,Linguistics /Spec Anthropogeny,Linguistics with a Specialization in Anthropogeny,WI10,,GR,LING,PHD,7,GR,302501,COGNITIVE SCIENCE,YES,,,"CIP effective SP23, Former CIP 160102",,,,,,,,
,0IK,LN80,LingSpcCSS,Ling w/Spec Comp Soc Sci ,Linguistics with a Specialization in Computational Social Science,S122,,GR,LING,PHD,7,GR,302501,COGNITIVE SCIENCE,YES,,,"CIP effective SP23, Former CIP 160102",,,,,,,,
,0LV,LN81,LingSpCgSc,Ling w/Spec Cognitive Science,Linguistics with a Specialization in Cognitive Science,FA25,,GR,LING,PHD,7,GR,302501,COGNITIVE SCIENCE,YES,,,,,,,,,,,
,738,LT01,Pre-Lit/Wr,Pre-Literature/Writing,,SP94,,UN,LIT,NONE,4,RE MU TH WA FI SI,239999,LITERATURE/CULTURAL STUDIES,,,YES,,,,,,,,,
?,HIST,LT25,Literature,Literature,,FA65,FA90,UN,LIT,BA,4,RE MU TH,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
521,HIST,LT26,Lit & Soc,Literature & Society,,FA75,FA79,UN,LIT,BA,4,RE MU TH WA,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
,,LT27,,,,,,,LIT,,,,000000,NOT APPLICABLE AT UCSD,,,,Reserved for Historical Code,,,,,,,,
522,522,LT28,Eng&Am Lit,English & American Literature,English and American Literature,FA71,FA10,UN,LIT,BA,4,RE MU TH WA FI,230101,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",,,YES,,,,,,,,,
523,523,LT29,French Lit,French Literature,French Literature,FA71,S123,UN,LIT,BA,4,RE MU TH WA FI SI SN,160901,FRENCH LANGUAGE,,,YES,,,,,,,,,
524,524,LT30,Genrl Lit,General Literature,General Literature,FA66,FA10,UN,LIT,BA,4,RE MU TH WA FI,160402,RUSSIAN LANGUAGE AND LIT,,,YES,,,,,,,,,
525,525,LT31,German Lit,German Literature,German Literature,FA71,FA18,UN,LIT,BA,4,RE MU TH WA FI SI,160501,GERMAN LANGUARE AND LIT,,,YES,,,,,,,,,
820,820,LT32,Russian Lit,Russian Literature,Russian Literature,WI88,S123,UN,LIT,BA,4,RE MU TH WA FI SI SN,160402,RUSSIAN LANGUAGE AND LIT,,,YES,,,,,,,,,
528,528,LT33,Spanish Lit,Spanish Literature,Spanish Literature,FA71,,UN,LIT,BA,4,RE MU TH WA FI SI SN EI,160905,SPANISH LANGUAGE,,,,,,,,,,,,
512,512,LT34,Lit/Writing,Literature/Writing,Literature/Writing,FA77,,UN,LIT,BA,4,RE MU TH WA FI SI SN EI,239999,LITERATURE AND CULTURAL STUDIES ,,,,,,,,,,,,
,475,LT35,Ital Lit,Italian Literature,Italian Literature,FA91,S123,UN,LIT,BA,4,RE MU TH WA FI SI SN,160902,ITALIAN LANGUAGE AND LIT,,,YES,,,,,,,,,
522,522,LT36,Lit/Engl,Literatures in English,Literatures in English,FA92,,UN,LIT,BA,4,RE MU TH WA FI SI SN EI,230101,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",,,,,,,,,,,,
,056,LT37,Lit/Compos,Literature/Composite Major,Literature/Composite Major,WI92,S123,UN,LIT,BA,4,RE MU TH WA FI SI SN,239999,"ENGLISH LANGUAGE AND LITERATURE/LETTERS, OTHER",,,YES,,,,,,,,,
,524,LT38,Lit/World,Literatures of the World,Literatures of the World,FA97,S321,UN,LIT,BA,4,RE MU TH WA FI SI,240199,"LIBERAL ARTS AND SCIENCES, GENERAL STUD AND HUMAN, OTH",,,YES,,,,,,,,,
,00P,LT39,Lit/CultSt,Literature/Cultural Studies,Literature/Cultural Studies,WI07,,UN,LIT,BA,4,RE MU TH WA FI SI SN EI,239999,LITERATURE AND CULTURAL STUDIES ,,,,,,,,,,,,
,09P,LT40,Lat/LA Lit,US Latino & Lat American Lits,U.S. Latino/a and Latin American Literatures,FA14,S123,UN,LIT,BA,4,RE MU TH WA FI SI SN,160908,"HISPANIC & LATIN AMERICAN LANG, LIT, LINGUISTICS, GEN",,,YES,,,,,,,,,
,934,LT41,World Lit,World Literature and Culture,World Literature and Culture,S118,,UN,LIT,BA,4,RE MU TH WA FI SI SN EI,240199,"LIBERAL ARTS AND SCIENCES, GENERAL STUD AND HUMAN, OTH",,,,Administrative start in S1 to accommodate new students attending Summer,,,,,,,,
,0JT,LT42,LitArts,Literary Arts,Literary Arts,S124,,UN,LIT,BA,4,RE MU TH WA FI SI SN EI,239999,Literature/Cultural Studies,,,,,,,,,,,,
,522,LT50,Hn-En&AmLt,English & American Literature,English and American Literature,WI91,FA10,UN,LIT,BA,4,RE MU TH WA FI,230101,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",,,YES,,,,,,,,,
,523,LT51,Hn-FrnchLt,French Literature,French Literature,WI91,,UN,LIT,BA,4,RE MU TH WA FI SI,160901,FRENCH LANGUAGE,,,YES,,,,,,,,,
,524,LT52,Hn-Genl Lt,General Literature,General Literature,WI91,FA10,UN,LIT,BA,4,RE MU TH WA FI,160402,RUSSIAN LANGUAGE AND LIT,,,YES,,,,,,,,,
,525,LT53,Hn-GermnLt,German Literature,German Literature,WI91,,UN,LIT,BA,4,RE MU TH WA FI SI,160501,GERMAN LANGUARE AND LIT,,,YES,,,,,,,,,
,820,LT54,Hn-RussnLt,Russian Literature,Russian Literature,WI91,,UN,LIT,BA,4,RE MU TH WA FI SI,160402,RUSSIAN LANGUAGE AND LIT,,,YES,,,,,,,,,
,528,LT55,Hn-Span Lt,Spanish Literature,Spanish Literature,WI91,,UN,LIT,BA,4,RE MU TH WA FI SI,160905,SPANISH LANGUAGE,,,YES,,,,,,,,,
,512,LT56,Hn-Lit/Wri,Literature/Writing,Literature/Writing,WI91,,UN,LIT,BA,4,RE MU TH WA FI SI,239999,LITERATURE AND CULTURAL STUDIES ,,,YES,,,,,,,,,
,475,LT57,Hn-Ital Lt,Italian Literature,Italian Literature,WI91,,UN,LIT,BA,4,RE MU TH WA FI SI,160902,ITALIAN LANGUAGE AND LIT,,,YES,,,,,,,,,
,522,LT58,Hn-Lit/Eng,Literatures in English,Literatures in English,WI91,,UN,LIT,BA,4,RE MU TH WA FI SI,230101,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",,,YES,,,,,,,,,
,056,LT59,Hn-Lit/Com,Literature/Composite Major,Literature/Composite Major,WI91,,UN,LIT,BA,4,RE MU TH WA FI SI,239999,"ENGLISH LANGUAGE AND LITERATURE/LETTERS, OTHER",,,YES,,,,,,,,,
,09P,LT60,Hn-LatLALt,Hn-US Latino & Latin Amer Lits,,FA14,,UN,LIT,BA,4,RE MU TH WA FI SI,160908,"HISPANIC & LATIN AMERICAN LANG, LIT, LINGUISTICS, GEN",,,YES,,,,,,,,,
513,HIST,LT75,Literature,Literature,,FS64,SP90,GR,LIT,PHD,7,GR,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
,,LT76,,,,,,,LIT,,,,000000,NOT APPLICABLE AT UCSD,,,,Reserved for Historical Code,,,,,,,,
513,513,LT77,Literature,Literature,Literature,FA90,,GR,LIT,MA CPH PHD,"2,2,7",GR,240199,LIBERAL ARTS AND SCIENCES GENERAL,,,,,,,,,,,,
192,192,LT78,Compar Lit,Comparative Literature,Comparative Literature,FA68,SP11,GR,LIT,MA CPH PHD,"2,2,7",GR,160104,COMPARATIVE LIT,,,YES,CPH and PHD discontinued,,,,,,,,
522,522,LT79,Eng&Am Lit,English & American Literature,English and American Literature,FA65,FA10,GR,LIT,MA CPH PHD,"2,2,7",GR,230101,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",,,YES,CPH and PHD discontinued,,,,,,,,
523,523,LT80,French Lit,French Literature,French Literature,FA71,SP11,GR,LIT,MA CPH PHD,"2,2,7",GR,160901,FRENCH LANGUAGE,,,YES,CPH and PHD discontinued,,,,,,,,
525,525,LT81,German lit,German Literature,German Literature,FA70,SP11,GR,LIT,MA CPH PHD,"2,2,7",GR,160501,GERMAN LANGUARE AND LIT,,,YES,CPH and PHD discontinued,,,,,,,,
528,528,LT82,Spanish Lt,Spanish Literature,Spanish Literature,FA66,,GR,LIT,MA CPH PHD,"2,2,7",GR,160905,SPANISH LANGUAGE,,,,CPH and PHD discontinued,,,,,,,,
522,522,LT83,Lit/Engl,Literatures in English,Literatures in English,SP93,SP11,GR,LIT,MA,2,GR,230101,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",,,YES,,,,,,,,,
---,00R,LT84,Writing,Writing,Writing,SP06,,GR,LIT,MFA,2,GR,239999,"ENGLISH LANGUAGE AND LITERATURE/LETTERS, OTHER",,,,,,,,,,,,
,0BU,LT85,Lit-CGrdS,Lit w/Spec in Crit Gndr Sts,Literature with a Specialization in Critical Gender Studies,FA16,,GR,LIT,PHD,7,GR,231499,"LITERATURE, OTHER",,,,,,,,,,,,
733,733,MA01,Pr-Math CS,Pre-Math-Computer Science,,FA84,,UN,MATH,NONE,4,RE MU TH WA FI SI,300801,MATHEMATICS AND COMPUTER SCIENCE ,YES,,YES,,,,,,,,,
541,HIST,MA25,Math-Erth,Mathematics w/Spec Earth Sci,,FA71,FA78,UN,MATH,BA,4,RE MU TH WA,000000,NOT APPLICABLE AT UCSD,,,YES,CSS code 541 has been used for vary majors in the past,,,,,,,,
,,MA26,,,,,,,MATH,,,,000000,NOT APPLICABLE AT UCSD,,,,Reserved for Historical Code,,,,,,,,
072,072,MA27,Appld Math,Mathematics (Applied),Mathematics (Applied),FA80,,UN,MATH,BA BS,4,RE MU TH WA FI SI SN EI,270301,APPLIED MATHEMATICS ,YES,,,BA phased out. Only offers BS,,,,,,,,
061,061,MA28,ApldMth-SP,Appld Math (Scientific Program),Applied Mathematics (Scientific Programming),FA81,FA10,UN,MATH,BA,4,RE MU TH WA FI SI,270399,"APPLIED MATHEMATICS, OTHER",YES,,YES,,,,,,,,,
540,540,MA29,Mathematcs,Mathematics,Mathematics,FS64,,UN,MATH,BA BS,4,RE MU TH WA FI SI SN EI,270101,"MATHEMATICS, GENERAL",YES,,,BA phased out. Only offers BS,,,,,,,,
542,542,MA30,Mth-CompSc,Mathematics-Computer Science,Mathematics-Computer Science,FA82,,UN,MATH,BA BS,4,RE MU TH WA FI SI SN EI,300801,MATHEMATICS AND COMPUTER SCIENCE ,YES,,,BA phased out. Only offers BS,,,,,,,,
,545,MA31,Mth/ApldSc,Mathematics/Applied Science,Mathematics/Applied Science,FA97,,UN,MATH,BA BS,4,RE MU TH WA FI SI SN EI,270199,"MATHEMATICS, OTHER",YES,,,,,,,,,,,
,996,MA32,Math/SecEd,Mathematics/Secondary Educ,Mathematics/Secondary Education,FA97,,UN,MATH,BA,4,RE MU TH WA FI SI SN EI,131311,MATHEMATICS TEACHER EDUCATION,,,,,,,,,,,,
779,778,MA33,Mth-Mth&Ec,Joint Major Mathematics & Econ,Joint Major in Mathematics and Economics,FA97,,UN,MATH,BA BS,4,RE MU TH WA FI SI SN EI,270199,"MATHEMATICS, OTHER",YES,,,BA phased out. Only offers BS,,,,,,,,
,54A,MA34,Mth-SciCom,Mathematics-Scientif Computatn,Mathematics-Scientific Computation,WI03,FA23,UN,MATH,BS,4,RE MU TH WA FI SI SN,270199,"MATHEMATICS, OTHER",YES,,YES,,,,,,,,,
,00Q,MA35,Prob&Stats,Probability & Statistics,Probability & Statistics,WI07,,UN,MATH,BS,4,RE MU TH WA FI SI SN EI,270599,"STATISTICS, OTHER",YES,,,,,,,,,,,
,0J6,MA36,Math Bio,Mathematical Biology,Mathematical Biology,FA23,,UN,MATH,BS,4,RE MU TH WA FI SI SN EI,270306,MATHEMATICAL BIOLOGY,YES,,,,,,,,,,,
,072,MA50,Hn-ApldMth,Mathematics (Applied),Mathematics (Applied),FA00,,UN,MATH,BA BS,4,RE MU TH WA FI SI,270301,APPLIED MATHEMATICS ,YES,,YES,BA phased out. Only offers BS,,,,,,,,
,061,MA51,Hn-ApMthSP,Appld Math (Scientific Program),Applied Mathematics (Scientific Program),FA00,,UN,MATH,BA,4,RE MU TH WA FI SI,270399,"APPLIED MATHEMATICS, OTHER",YES,,YES,,,,,,,,,
,540,MA52,Hn-Math,Mathematics,Mathematics,FA00,,UN,MATH,BA BS,4,RE MU TH WA FI SI,270101,"MATHEMATICS, GENERAL",YES,,YES,BA phased out. Only offers BS,,,,,,,,
,542,MA53,Hn-Math-CS,Mathematics-Computer Science,Mathematics-Computer Science,FA00,,UN,MATH,BA BS,4,RE MU TH WA FI SI,300801,MATHEMATICS AND COMPUTER SCIENCE ,YES,,YES,BA phased out. Only offers BS,,,,,,,,
,545,MA54,Hn-Math-AS,Mathematics/Applied Science,Mathematics/Applied Science,FA00,,UN,MATH,BA,4,RE MU TH WA FI SI,270199,"MATHEMATICS, OTHER",YES,,YES,,,,,,,,,
,996,MA55,Hn-Mth-SEd,Mathematics/Secondary Educ,Mathematics/Secondary Education,FA00,,UN,MATH,BA,4,RE MU TH WA FI SI,131311,MATHEMATICS TEACHER EDUCATION,,,YES,,,,,,,,,
,778,MA56,Hn-Math&Ec,Joint Major Mathematics & Econ,Joint Major Mathematics and Economics,FA00,,UN,MATH,BA BS,4,RE MU TH WA FI SI,270199,"MATHEMATICS, OTHER",YES,,YES,BA phased out. Only offers BS,,,,,,,,
072,072,MA75,Appld Math,Mathematics (Applied),Mathematics (Applied),FA74,,GR,MATH,MA,2,GR,270301,APPLIED MATHEMATICS ,YES,,,,,,,,,,,
540,540,MA76,Mathematcs,Mathematics,Mathematics,FS64,,GR,MATH,MA CPH PHD,"2,2,7",GR,270101,"MATHEMATICS, GENERAL",YES,,,,,,,,,,,
891,891,MA77,Statistics,Statistics,Statistics,FA82,,GR,MATH,MS,2,GR,270501,"STATISTICS, GENERAL",YES,,,,,,,,,,,
---,54F,MA78,MathBioinf,Math w/Spec Bioinformatics,Mathematics with Specialization in Bioinformatics,FA00,,GR,MATH,PHD,7,GR,279999,"MATHEMATICS AND STATISTICS, OTHER",YES,,,,,,,,,,,
,451,MA79,Mth&CompSc,Mathematics & Computer Science,Mathematics and Computer Science,SP06,FA10,GR,MATH,PHD,7,GR,270199,"MATHEMATICS, OTHER",YES,,YES,,,,,,,,,
,00B,MA80,MrhCmptnSc,Math w/Spec Computational Sci,Mathematics with a Specialization in Computational Science,FA06,,GR,MATH,PHD,7,GR,270303,MATH WITH SPECIALIZATION COMPUTATIONAL SCI,YES,,,,,,,,,,,
,05O,MA81,Math/Stats,Math w/Spec in Statistics,Mathematics with Specialization in Statistics,WI11,,GR,MATH,PHD,7,GR,270199,"MATHEMATICS, OTHER",YES,,,,,,,,,,,
,716,MC01,Pr-Aerosp,Pre-Aerospace Engineering,,FA99,S303,UN,MAE,NONE,4,RE MU TH WA FI SI,140201,AEROSPACE/AERONAUTICAL/ASTRO,YES,,YES,,,,,,,,,
,716,MC02,Pr-ChemEng,Pre-Chemical Engineering,,FA99,S301,UN,MAE,NONE,4,RE MU TH WA FI,140701,CHEMICAL ENGINEERING,YES,,YES,,,,,,,,,
,716,MC03,Pr-MechEng,Pre-Mechanical Engineering,,FA99,S303,UN,MAE,NONE,4,RE MU TH WA FI SI,141901,MECHANICAL ENGINEERING,YES,,YES,,,,,,,,,
,712,MC04,Pr-Eng Sci,Pre-Engineering Science,,FA99,S303,UN,MAE,NONE,4,RE MU TH WA FI SI,141301,ENGINEERING SCIENCE,YES,,YES,,,,,,,,,
,279,MC25,Aerosp Eng,Aerospace Engineering,Aerospace Engineering,FA99,,UN,MAE,BS,5,RE MU TH WA FI SI SN EI,140201,AEROSPACE/AERONAUTICAL/ASTRO,YES,,,,,,,,,,,
,294,MC26,Chem Engin,Chemical Engineering,Chemical Engineering,FA99,FA09,UN,MAE,BS,5,RE MU TH WA FI,140701,CHEMICAL ENGINEERING,YES,,YES,,,,,,,,,
,330,MC27,Mech Engin,Mechanical Engineering,Mechanical Engineering,FA99,,UN,MAE,BS,5,RE MU TH WA FI SI SN EI,141901,MECHANICAL ENGINEERING,YES,,,,,,,,,,,
,318,MC28,Engin Sci,Engineering Science,Engineering Science,FA99,,UN,MAE,BS,5,RE MU TH WA FI SI,141301,ENGINEERING SCIENCE,YES,,YES,,,,,,,,,
,384,MC29,Envir Eng,Environmental Engineering,Environmental Engineering,WI02,FA20,UN,MAE,BS,5,RE MU TH WA FI SI SN,149999,"ENGINEERING, OTHER",YES,,YES,,,,,,,,,
,0FZ,MC30,MESpecRnEn,MechEngW/SpecRnEnergy&EnvFlows,Mechanical Engineering with a Specialization in Renewable Energy and Environmental Flows,WI20,,UN,MAE,BS,5,RE MU TH WA FI SI SN EI,141901,MECHANICAL ENGINEERING,YES,,,,,,,,,,,
,0G0,MC31,MESpecMcMt,MechEngW/SpecMechanics of Mat ,Mechanical Engineering with a Specialization in Mechanics of Materials,WI20,,UN,MAE,BS,5,RE MU TH WA FI SI SN EI,141901,MECHANICAL ENGINEERING,YES,,,,,,,,,,,
,0G1,MC32,MESpecMtSc,MechEngW/Spec Material Sci&Eng,Mechanical Engineering with a Specialization in Materials Science and Engineering,WI20,,UN,MAE,BS,5,RE MU TH WA FI SI SN EI,141901,MECHANICAL ENGINEERING,YES,,,,,,,,,,,
,0G2,MC33,MESpecFiMc,MechEngW/SpecFluidMech&ThrmlSy,Mechanical Engineering with a Specialization in Fluid Mechanics and Thermal Systems,WI20,,UN,MAE,BS,5,RE MU TH WA FI SI SN EI,141901,MECHANICAL ENGINEERING,YES,,,,,,,,,,,
,0G3,MC34,MESpecRobo,MechEngW/Spec Cntrl & Robotics,Mechanical Engineering with a Specialization in Controls and Robotics,WI20,,UN,MAE,BS,5,RE MU TH WA FI SI SN EI,141901,MECHANICAL ENGINEERING,YES,,,,,,,,,,,
,0J8,MC35,AESpecFlDy,AeroEng w/Spec FlightDyn&Contl,Aerospace Engineering with a Specialization in Flight Dynamics and Controls,S123,,UN,MAE,BS,5,RE MU TH WA FI SI SN EI,140201,AEROSPACE/AERONAUTICAL/ASTRO,YES,,,,,,,,,,,
,0JA,MC36,AESpecAstr,AeroEng w/Spec Astrodynm&SpcAp,Aerospace Engineering with a Specialization in Astrodynamics and Space Applications,S123,,UN,MAE,BS,5,RE MU TH WA FI SI SN EI,140201,AEROSPACE/AERONAUTICAL/ASTRO,YES,,,,,,,,,,,
,0J9,MC37,AESpecAero,AeroEng w/Spec Aerothermodynam,Aerospace Engineering with a Specialization in Aerothermodynamics,S123,,UN,MAE,BS,5,RE MU TH WA FI SI SN EI,140201,AEROSPACE/AERONAUTICAL/ASTRO,YES,,,,,,,,,,,
,279,MC75,Aerosp Eng,Engin Scis (Aerospace Engin),Engineering Sciences (Aerospace Engineering),FA99,,GR,MAE,MS CPH PHD,"2,2,7",GR,140201,AEROSPACE/AERONAUTICAL/ASTRO,YES,,,,,,,,,,,
,73,MC76,Appld Mech,Engin Scis (Applied Mechanics),Engineering Sciences (Applied Mechanics),FA99,,GR,MAE,MS CPH PHD,"2,2,7",GR,141301,ENGINEERING SCIENCE ,YES,,,,,,,,,,,
,32,MC77,ApldMechJD,Eng Scis (Apld Mech-JntDocSDSU),Engineering Sciences (Applied Mechanics),FA99,WI19,GR,MAE,PHD,7,GR,141301,ENGINEERING SCIENCE ,YES,,YES,,,,,,,,,
,76,MC78,ApldOcnSci,Engin Scis (Applied Ocean Sci),Engineering Sciences (Applied Ocean Science),FA99,,GR,MAE,MS CPH PHD,"2,2,7",GR,141301,ENGINEERING SCIENCE,YES,,,,,,,,,,,
,294,MC79,Chem Engin,Engin Scis (Chemical Engin),Engineering Sciences (Chemical Engineering),FA99,FA09,GR,MAE,MS CPH PHD,"2,2,7",GR,140701,CHEMICAL ENGINEERING,YES,,YES,,,,,,,,,
,315,MC80,Engin Phys,Engin Scis (Engineerng Physics),Engineering Sciences (Engineering Physics),FA99,,GR,MAE,MS CPH PHD,"2,2,7",GR,141201,ENGINEERING PHYSICS/APPLIED PHYSICS ,YES,,,,,,,,,,,
,330,MC81,Mech Engin,Engin Scis (Mechanical Engin),Engineering Sciences (Mechanical Engineering),FA99,,GR,MAE,MS CPH PHD,"2,2,7",GR,141901,MECHANICAL ENGINEERING,YES,,,,,,,,,,,
,00H,MC82,CmptnEngin,Eng Sc w/Spec Computational Sci,Engineering Sciences with a Specialization in Computational Science,FA06,,GR,MAE,PHD,7,GR,149999,"ENGINEERING, OTHER",YES,,,,,,,,,,,
,05N,MC83,EngSMSBiol,Eng Sci w/Spec Multi-Scale Bio,Engineering Sciences with Specialization in Multi-Scale Biology,WI11,,GR,MAE,PHD,7,GR,141301,ENGINEERING SCIENCE,YES,,,,,,,,,,,
,05F,MC84,EngSci-JD,EngSci(Mech&AeroEng-JtDocSDSU),Engineering Sciences (Mechanical and Aerospace Engineering),FA06,,GR,MAE,PHD,7,GR,141301,ENGINEERING SCIENCE,YES,,,,,,,,,,,
,05W,MC85,MedDevEng,Medical Devices Engineering,Medical Devices Engineering,FA11,FA22,GR,MAE,MAS,2,GR,140501,BIOENGINEERING AND BIOMEDICAL ENGINEERING,YES,YES,YES,,,,,,,,,
,05W,MC86,MedDevEng,Medical Devices Engineering,Medical Devices Engineering,FA12,FA22,GR,MAE,MAS,2,GR,140501,BIOENGINEERING/BIOMEDICAL ENG,YES,YES,YES,,,,,,,,,
,05W,MC87,MedDevEng,Medical Devices Engineering,Medical Devices Engineering,FA14,FA22,GR,MAE,MAS,2,GR,140501,BIOENGINEERING/BIOMEDICAL ENG,YES,YES,YES,,,,,,,,,
,0E2,MC88,MEngCogSci,Eng Sci (MechEng) and Cog Sci,Engineering Sciences (Mechanical Engineering) and Cognitive Science,FA18,,GR,MAE,PHD,7,GR,141901,MECHANICAL ENGINEERING,YES,,,,,,,,,,,
,05E,MC89,MAE AESE,Archtctr-BsdEntrprSystmsEngrng,Architecture-Based Enterprise Systems Engineering,FA20,,GR,MAE,MAS,2,GR,111005,INFORMATION TECHNOLOGY PROJECT MANAGEMENT,YES,YES,,,,,,,,,,
,05E,MC90,MAE AESE,Archtctr-BsdEntrprSystmsEngrng,Architecture-Based Enterprise Systems Engineering,WI21,,GR,MAE,MAS,2,GR,111005,INFORMATION TECHNOLOGY PROJECT MANAGEMENT,YES,YES,,"Clone of MC89, Used for admin purposes",,,,,,,,
,0IR,MC91,ESCompEnSc,Engin Scis (Comp Engi and Sci),Engineering Science (Computational Engineering and Science),FA23,,GR,MAE,MS,2,GR,141301,ENGINEERING SCIENCE ,YES,,,,,,,,,,,
,0IS,MC92,ESPwrEnSys,Engin Scis (Pwr and Enrgy Sys),Engineering Science (Power and Energy Systems),FA23,,GR,MAE,MS,2,GR,141301,ENGINEERING SCIENCE ,YES,,,,,,,,,,,
